Date,Equity
06-02-2017,1022115.258
07-02-2017,1022115.258
08-02-2017,1022115.258
09-02-2017,1022115.258
10-02-2017,1022115.258
13-02-2017,1022115.258
14-02-2017,1022115.258
15-02-2017,1022115.258
16-02-2017,1022115.258
17-02-2017,1022115.258
20-02-2017,1022115.258
21-02-2017,1022115.258
22-02-2017,1022115.258
23-02-2017,1022115.258
24-02-2017,1022115.258
27-02-2017,1023351.684
28-02-2017,1025116.989
01-03-2017,1023555.792
02-03-2017,1023771.316
03-03-2017,1023994.787
06-03-2017,1026521.092
07-03-2017,1025549.605
08-03-2017,1026577.268
09-03-2017,1027602.585
10-03-2017,1025822.972
13-03-2017,1026313.235
14-03-2017,1027650.742
15-03-2017,1026529.593
16-03-2017,1026585.319
17-03-2017,1028160.919
20-03-2017,1028450.228
21-03-2017,1031145.501
22-03-2017,1030963.258
23-03-2017,1030550.455
24-03-2017,1032969.811
27-03-2017,1033305.219
28-03-2017,1033079.695
29-03-2017,1035827.925
30-03-2017,1036101.273
31-03-2017,1036101.273
03-04-2017,1036101.273
04-04-2017,1036101.273
05-04-2017,1036101.273
06-04-2017,1035217.14
07-04-2017,1035552.803
10-04-2017,1033629.096
11-04-2017,1037887.241
12-04-2017,1036629.005
13-04-2017,1037159.577
14-04-2017,1037819.425
17-04-2017,1037770.941
18-04-2017,1037695.661
19-04-2017,1037695.661
20-04-2017,1037695.661
21-04-2017,1037695.661
24-04-2017,1037695.661
25-04-2017,1037695.661
26-04-2017,1037695.661
27-04-2017,1037695.661
28-04-2017,1037695.661
01-05-2017,1037695.661
02-05-2017,1037695.661
03-05-2017,1037695.661
04-05-2017,1037695.661
05-05-2017,1037695.661
08-05-2017,1037695.661
09-05-2017,1037695.661
10-05-2017,1037695.661
11-05-2017,1037695.661
12-05-2017,1037695.661
15-05-2017,1037695.661
16-05-2017,1037695.661
17-05-2017,1037695.661
18-05-2017,1037695.661
19-05-2017,1037695.661
22-05-2017,1037695.661
23-05-2017,1037695.661
24-05-2017,1037695.661
25-05-2017,1037695.661
26-05-2017,1037695.661
29-05-2017,1037695.661
30-05-2017,1037695.661
31-05-2017,1037695.661
01-06-2017,1037695.661
02-06-2017,1037695.661
05-06-2017,1037695.661
06-06-2017,1037695.661
07-06-2017,1037695.661
08-06-2017,1037695.661
09-06-2017,1037695.661
12-06-2017,1037695.661
13-06-2017,1037695.661
14-06-2017,1037695.661
15-06-2017,1037695.661
